account_id,customer_id,account_type,opened_date,status
37437,23483,SAVINGS,2024-12-05,ACTIVE
37438,23484,SAVINGS,2022-02-01,ACTIVE
37439,23485,SAVINGS,2025-01-18,ACTIVE
37440,23485,CURRENT,2023-04-07,CLOSED
37441,46108,SAVINGS,2025-01-24,CLOSED
37442,23487,LOAN,2025-05-24,ACTIVE
37443,47342,SAVINGS,2023-04-03,ACTIVE
37444,23489,LOAN,2024-12-13,CLOSED
37445,23490,LOAN,2025-08-12,CLOSED
37446,23490,CURRENT,2025-11-06,ACTIVE
37447,23491,SAVINGS,2023-03-31,ACTIVE
37448,46641,CURRENT,2024-05-27,ACTIVE
37449,23491,LOAN,2023-10-11,ACTIVE
37450,23492,SAVINGS,2026-12-04,ACTIVE
37451,23492,LOAN,2021-04-07,ACTIVE
37452,23493,CURRENT,2024-07-16,ACTIVE
37453,23494,CURRENT,2023-08-30,ACTIVE
37454,23494,CURRENT,2024-03-04,ACTIVE
37455,23494,LOAN,2020-10-11,ACTIVE
37456,23495,LOAN,2025-10-13,ACTIVE
37457,23496,LOAN,2025-03-31,ACTIVE
37458,23496,LOAN,2025-11-14,ACTIVE
37459,23496,SAVINGS,2020-07-05,ACTIVE
37460,23497,SAVINGS,2025-06-03,CLOSED
37461,23497,SAVINGS,2022-03-09,CLOSED
37462,23498,SAVINGS,2025-11-26,CLOSED
37463,47523,SAVINGS,2025-09-26,ACTIVE
37464,23498,CURRENT,2020-10-12,ACTIVE
37465,45288,CURRENT,2023-07-06,ACTIVE
37466,23499,SAVINGS,2024-08-18,CLOSED
37467,23499,CURRENT,2023-10-25,ACTIVE
37468,23500,CURRENT,2020-07-03,ACTIVE
37469,23501,CURRENT,2024-07-22,ACTIVE
37470,23502,SAVINGS,2025-09-26,ACTIVE
37471,23503,SAVINGS,2021-03-13,ACTIVE
37472,23504,SAVINGS,2025-06-14,ACTIVE
37473,23505,CURRENT,2025-06-08,ACTIVE
37474,23506,SAVINGS,2024-03-22,ACTIVE
37475,23507,SAVINGS,2026-12-04,CLOSED
37476,23508,LOAN,2021-09-29,ACTIVE
37477,23509,SAVINGS,2023-08-26,ACTIVE
37478,23510,LOAN,2025-08-23,ACTIVE
37479,23510,SAVINGS,2025-11-18,ACTIVE
37480,23511,SAVINGS,2026-12-04,ACTIVE
37481,23511,CURRENT,2024-09-14,ACTIVE
37482,47677,SAVINGS,2026-12-04,ACTIVE
37483,23512,CURRENT,2025-10-25,ACTIVE
37484,23513,CURRENT,2025-11-04,CLOSED
37485,23514,CURRENT,2025-06-03,ACTIVE
37486,23515,SAVINGS,2025-02-04,ACTIVE
37487,23515,LOAN,2025-11-09,ACTIVE
37488,23515,SAVINGS,2024-09-26,ACTIVE
37489,23516,LOAN,2022-07-06,ACTIVE
37490,23517,CURRENT,2021-10-03,ACTIVE
37491,23518,CURRENT,2023-02-22,ACTIVE
37492,23518,SAVINGS,2022-03-28,ACTIVE
37493,23519,CURRENT,2025-09-16,ACTIVE
37494,23519,CURRENT,2024-05-09,ACTIVE
37495,23519,LOAN,2024-12-08,ACTIVE
37496,48315,SAVINGS,2021-04-04,ACTIVE
37497,23521,CURRENT,2025-02-11,ACTIVE
37498,23522,LOAN,2025-04-27,ACTIVE
37499,23523,SAVINGS,2022-08-31,ACTIVE
37500,23523,SAVINGS,2022-12-28,ACTIVE
37501,23524,SAVINGS,2024-03-05,ACTIVE
37502,23524,LOAN,2025-10-22,ACTIVE
37503,23524,SAVINGS,2026-12-04,ACTIVE
37504,23525,LOAN,2023-12-24,CLOSED
37505,23526,LOAN,2025-06-29,ACTIVE
37506,23526,SAVINGS,2025-03-01,ACTIVE
37507,23527,LOAN,2025-04-08,ACTIVE
37508,23528,SAVINGS,2025-08-15,ACTIVE
37509,23528,SAVINGS,2023-01-05,ACTIVE
37510,23528,SAVINGS,2022-04-06,ACTIVE
37511,23529,LOAN,2024-05-30,ACTIVE
37512,23530,CURRENT,2020-07-06,ACTIVE
37513,23531,LOAN,2023-11-18,CLOSED
37514,23532,SAVINGS,2020-11-04,CLOSED
37515,23533,SAVINGS,2024-05-18,ACTIVE
37516,23534,SAVINGS,2025-02-15,ACTIVE
37517,23535,LOAN,2024-11-27,ACTIVE
37518,23535,SAVINGS,2025-04-23,ACTIVE
37519,23536,CURRENT,2025-09-24,ACTIVE
37520,23537,CURRENT,2025-02-25,ACTIVE
37521,23537,SAVINGS,2024-09-20,CLOSED
37522,23537,SAVINGS,2024-11-10,ACTIVE
37523,23538,SAVINGS,2023-12-09,ACTIVE
37524,48701,CURRENT,2020-12-08,ACTIVE
37525,23539,SAVINGS,2022-11-20,CLOSED
37526,23540,CURRENT,2025-01-17,ACTIVE
37527,23540,LOAN,2024-07-14,CLOSED
37528,23540,CURRENT,2024-11-08,ACTIVE
37529,23541,LOAN,2022-12-10,ACTIVE
37530,23541,LOAN,2025-08-03,CLOSED
37531,48000,LOAN,2025-10-26,CLOSED
37532,23542,SAVINGS,2025-04-14,CLOSED
37533,23542,CURRENT,2026-12-04,ACTIVE
37534,23543,SAVINGS,2022-06-29,CLOSED
37535,23544,LOAN,2024-08-03,ACTIVE
37536,23544,CURRENT,2025-12-01,ACTIVE
37537,23544,LOAN,2022-04-01,ACTIVE
37538,45976,CURRENT,2025-08-17,ACTIVE
37539,23545,CURRENT,2025-08-26,ACTIVE
37540,23545,SAVINGS,2026-12-04,CLOSED
37541,23546,CURRENT,2024-02-17,ACTIVE
37542,23546,CURRENT,2025-03-18,ACTIVE
37543,23547,CURRENT,2025-04-24,ACTIVE
37544,23548,SAVINGS,2025-05-27,CLOSED
37545,23549,SAVINGS,2025-10-31,ACTIVE
37546,23550,SAVINGS,2025-09-21,ACTIVE
37547,23550,LOAN,2024-08-26,ACTIVE
37548,23550,LOAN,2025-11-05,ACTIVE
37549,23551,LOAN,2025-06-03,ACTIVE
37550,23552,SAVINGS,2024-11-25,ACTIVE
37551,23553,CURRENT,2025-09-04,ACTIVE
37552,23553,SAVINGS,2024-11-28,ACTIVE
37553,23553,LOAN,2025-03-22,CLOSED
37554,23554,LOAN,2024-05-06,ACTIVE
37555,23554,CURRENT,2023-02-03,ACTIVE
37556,23554,SAVINGS,2024-08-24,ACTIVE
37557,23555,CURRENT,2025-11-11,ACTIVE
37558,23556,CURRENT,2025-09-13,ACTIVE
37559,46846,SAVINGS,2024-08-01,CLOSED
37560,23556,SAVINGS,2025-02-25,ACTIVE
37561,23557,SAVINGS,2026-12-04,ACTIVE
37562,23558,LOAN,2025-07-09,ACTIVE
37563,23558,CURRENT,2025-09-15,CLOSED
37564,23559,SAVINGS,2025-01-18,ACTIVE
37565,23560,CURRENT,2024-05-17,ACTIVE
37566,23561,SAVINGS,2025-05-14,ACTIVE
37567,23562,SAVINGS,2023-06-10,ACTIVE
37568,23562,SAVINGS,2024-06-28,ACTIVE
37569,23562,SAVINGS,2025-06-20,ACTIVE
37570,23563,CURRENT,2025-07-09,ACTIVE
37571,45618,SAVINGS,2024-08-23,ACTIVE
37572,23564,CURRENT,2024-07-14,ACTIVE
37573,23564,SAVINGS,2024-06-16,ACTIVE
37574,23565,CURRENT,2025-09-24,ACTIVE
37575,23566,LOAN,2025-09-19,ACTIVE
37576,45440,SAVINGS,2025-10-18,ACTIVE
37577,23567,CURRENT,2023-05-16,ACTIVE
37578,23568,LOAN,2025-06-13,ACTIVE
37579,23569,LOAN,2023-07-11,ACTIVE
37580,23570,SAVINGS,2025-11-10,ACTIVE
37581,23571,CURRENT,2025-11-16,ACTIVE
37582,48509,LOAN,2024-09-01,ACTIVE
37583,23573,SAVINGS,2024-07-14,CLOSED
37584,23574,LOAN,2024-12-18,CLOSED
37585,23575,CURRENT,2023-05-13,ACTIVE
37586,23575,LOAN,2025-08-01,ACTIVE
37587,23576,LOAN,2023-03-28,ACTIVE
37588,23577,SAVINGS,2025-09-19,CLOSED
37589,47372,SAVINGS,2024-04-19,ACTIVE
37590,23577,CURRENT,2025-08-14,ACTIVE
37591,23578,SAVINGS,2025-04-01,CLOSED
37592,23578,CURRENT,2025-03-23,ACTIVE
37593,23579,CURRENT,2025-09-29,ACTIVE
37594,23579,SAVINGS,2023-09-09,ACTIVE
37595,23580,SAVINGS,2026-12-04,ACTIVE
37596,23580,SAVINGS,2025-11-27,ACTIVE
37597,23581,SAVINGS,2024-05-12,ACTIVE
37598,23582,SAVINGS,2022-01-11,ACTIVE
37599,23582,SAVINGS,2022-01-23,ACTIVE
37600,23582,SAVINGS,2023-12-16,ACTIVE
37601,23583,LOAN,2024-11-16,ACTIVE
37602,23584,LOAN,2024-05-07,ACTIVE
37603,23585,CURRENT,2025-08-08,ACTIVE
37604,23585,SAVINGS,2025-01-17,ACTIVE
37605,23586,CURRENT,2023-12-25,ACTIVE
37606,23587,CURRENT,2024-07-24,ACTIVE
37607,23587,LOAN,2025-01-13,ACTIVE
37608,23588,SAVINGS,2025-02-20,CLOSED
37609,23589,SAVINGS,2020-09-22,CLOSED
37610,23589,LOAN,2025-11-27,ACTIVE
37611,23590,CURRENT,2024-09-26,ACTIVE
37612,23591,LOAN,2024-07-02,ACTIVE
37613,23592,CURRENT,2022-09-10,CLOSED
37614,23592,CURRENT,2024-04-10,ACTIVE
37615,23592,LOAN,2023-08-07,ACTIVE
37616,23593,LOAN,2025-09-09,ACTIVE
37617,23594,LOAN,2023-03-06,ACTIVE
37618,23594,SAVINGS,2025-08-31,ACTIVE
37619,23595,CURRENT,2023-07-25,ACTIVE
37620,23596,LOAN,2024-05-04,ACTIVE
37621,23597,SAVINGS,2021-12-15,ACTIVE
37622,23598,CURRENT,2020-12-10,ACTIVE
37623,23598,SAVINGS,2025-02-10,ACTIVE
37624,23598,LOAN,2025-08-13,ACTIVE
37625,23599,CURRENT,2025-11-06,ACTIVE
37626,48073,SAVINGS,2025-11-01,ACTIVE
37627,23601,LOAN,2023-03-23,ACTIVE
37628,23602,SAVINGS,2024-01-18,ACTIVE
37629,23602,SAVINGS,2025-07-21,CLOSED
37630,23602,LOAN,2022-10-18,ACTIVE
37631,23603,CURRENT,2025-09-06,ACTIVE
37632,49870,LOAN,2024-01-03,ACTIVE
37633,23605,SAVINGS,2023-09-28,ACTIVE
37634,23606,LOAN,2025-03-14,ACTIVE
37635,23607,CURRENT,2025-11-22,ACTIVE
37636,23608,LOAN,2025-03-08,ACTIVE
37637,23608,LOAN,2022-10-08,ACTIVE
37638,23608,CURRENT,2023-09-01,ACTIVE
37639,23609,LOAN,2025-05-30,ACTIVE
37640,23610,CURRENT,2025-02-12,ACTIVE
37641,23611,LOAN,2026-12-04,ACTIVE
37642,23612,SAVINGS,2024-11-14,ACTIVE
37643,23612,LOAN,2024-10-16,ACTIVE
37644,23613,CURRENT,2023-11-01,CLOSED
37645,48038,LOAN,2025-11-06,ACTIVE
37646,23613,LOAN,2021-05-27,ACTIVE
37647,23614,SAVINGS,2024-05-24,ACTIVE
37648,23614,SAVINGS,2023-09-02,ACTIVE
37649,23614,LOAN,2026-12-04,ACTIVE
37650,23615,CURRENT,2021-12-23,ACTIVE
37651,23615,CURRENT,2025-05-19,ACTIVE
37652,23615,CURRENT,2023-06-05,CLOSED
37653,23616,LOAN,2023-12-05,ACTIVE
37654,23616,SAVINGS,2025-10-25,ACTIVE
37655,23617,SAVINGS,2025-06-20,ACTIVE
37656,23618,SAVINGS,2026-12-04,ACTIVE
37657,23619,CURRENT,2025-07-04,ACTIVE
37658,49008,SAVINGS,2023-04-14,ACTIVE
37659,23620,SAVINGS,2025-02-25,ACTIVE
37660,23620,LOAN,2024-08-09,ACTIVE
37661,23620,CURRENT,2024-10-25,ACTIVE
37662,23621,CURRENT,2021-07-08,ACTIVE
37663,23621,SAVINGS,2026-12-04,CLOSED
37664,23622,LOAN,2021-08-04,ACTIVE
37665,23623,LOAN,2025-11-26,CLOSED
37666,23624,LOAN,2021-10-28,ACTIVE
37667,23625,CURRENT,2022-07-08,ACTIVE
37668,23625,LOAN,2025-06-02,CLOSED
37669,23625,SAVINGS,2024-10-12,ACTIVE
37670,23626,LOAN,2023-11-22,ACTIVE
37671,48219,LOAN,2025-01-01,ACTIVE
37672,45426,SAVINGS,2025-08-09,ACTIVE
37673,23628,LOAN,2025-01-05,ACTIVE
37674,23629,LOAN,2024-11-16,ACTIVE
37675,23629,LOAN,2025-11-16,CLOSED
37676,23629,LOAN,2023-09-01,ACTIVE
37677,23630,SAVINGS,2025-07-01,ACTIVE
37678,23631,LOAN,2026-12-04,CLOSED
37679,23632,CURRENT,2024-06-20,CLOSED
37680,45222,SAVINGS,2025-03-20,ACTIVE
37681,23633,SAVINGS,2025-11-14,ACTIVE
37682,23634,SAVINGS,2025-10-20,ACTIVE
37683,23634,SAVINGS,2025-08-12,ACTIVE
37684,46054,SAVINGS,2025-07-15,ACTIVE
37685,23635,LOAN,2024-09-22,ACTIVE
37686,23636,LOAN,2024-03-02,ACTIVE
37687,23636,CURRENT,2023-12-17,CLOSED
37688,23636,SAVINGS,2021-12-23,ACTIVE
37689,23637,LOAN,2023-06-23,ACTIVE
37690,23638,CURRENT,2024-06-04,ACTIVE
37691,23638,CURRENT,2025-05-05,ACTIVE
37692,23639,CURRENT,2024-09-03,CLOSED
37693,23640,CURRENT,2023-10-03,ACTIVE
37694,23640,LOAN,2024-09-20,ACTIVE
37695,23641,CURRENT,2025-03-20,ACTIVE
37696,23641,LOAN,2025-05-29,ACTIVE
37697,23641,CURRENT,2025-08-04,ACTIVE
37698,23642,LOAN,2024-07-25,ACTIVE
37699,23643,SAVINGS,2021-06-27,ACTIVE
37700,23643,SAVINGS,2025-05-08,CLOSED
37701,23644,LOAN,2025-10-17,ACTIVE
37702,23644,LOAN,2023-03-28,ACTIVE
37703,48381,CURRENT,2025-10-13,ACTIVE
37704,23646,LOAN,2024-11-08,ACTIVE
37705,23646,SAVINGS,2021-08-04,ACTIVE
37706,23647,CURRENT,2025-01-16,ACTIVE
37707,23648,LOAN,2024-06-21,ACTIVE
37708,23648,LOAN,2025-06-12,ACTIVE
37709,45470,LOAN,2026-12-04,ACTIVE
37710,23650,LOAN,2024-07-13,ACTIVE
37711,23651,SAVINGS,2024-02-12,ACTIVE
37712,46863,SAVINGS,2023-07-06,ACTIVE
37713,23653,SAVINGS,2025-10-17,ACTIVE
37714,23653,SAVINGS,2026-12-04,ACTIVE
37715,23653,CURRENT,2025-05-31,ACTIVE
37716,23654,CURRENT,2024-02-06,CLOSED
37717,23655,SAVINGS,2026-12-04,ACTIVE
37718,23656,LOAN,2022-08-07,ACTIVE
37719,23657,CURRENT,2021-03-30,ACTIVE
37720,23658,CURRENT,2022-05-01,ACTIVE
37721,23659,SAVINGS,2023-10-18,ACTIVE
37722,23660,CURRENT,2024-07-19,CLOSED
37723,23661,SAVINGS,2022-07-03,ACTIVE
37724,49489,CURRENT,2025-02-06,ACTIVE
37725,23662,CURRENT,2025-04-17,ACTIVE
37726,23662,LOAN,2022-06-08,ACTIVE
37727,23663,LOAN,2021-11-04,ACTIVE
37728,23664,LOAN,2025-09-24,ACTIVE
37729,23665,SAVINGS,2025-07-09,ACTIVE
37730,23665,CURRENT,2024-07-16,ACTIVE
37731,23666,LOAN,2026-12-04,CLOSED
37732,23667,SAVINGS,2024-01-20,ACTIVE
37733,23668,LOAN,2023-01-10,ACTIVE
37734,23669,SAVINGS,2025-11-05,ACTIVE
37735,23669,SAVINGS,2025-06-17,ACTIVE
37736,23670,LOAN,2022-01-16,CLOSED
37737,49754,SAVINGS,2026-12-04,ACTIVE
37738,23671,SAVINGS,2023-07-16,ACTIVE
37739,23671,LOAN,2022-06-30,ACTIVE
37740,23672,SAVINGS,2022-09-08,ACTIVE
37741,23673,CURRENT,2023-07-06,ACTIVE
37742,23674,CURRENT,2022-02-22,ACTIVE
37743,23675,SAVINGS,2026-12-04,ACTIVE
37744,23675,LOAN,2025-02-19,ACTIVE
37745,23676,LOAN,2025-04-29,ACTIVE
37746,23677,LOAN,2025-09-18,CLOSED
37747,23677,LOAN,2021-07-10,ACTIVE
37748,23678,SAVINGS,2026-12-04,ACTIVE
37749,45726,CURRENT,2025-07-04,ACTIVE
37750,23679,SAVINGS,2022-03-04,ACTIVE
37751,23679,LOAN,2023-07-11,CLOSED
37752,23680,SAVINGS,2023-08-30,ACTIVE
37753,49975,SAVINGS,2025-05-26,CLOSED
37754,23681,CURRENT,2025-12-04,ACTIVE
37755,23681,LOAN,2022-05-26,CLOSED
37756,23682,SAVINGS,2024-11-15,CLOSED
37757,23683,LOAN,2023-12-24,ACTIVE
37758,23684,CURRENT,2021-07-22,ACTIVE
37759,23685,LOAN,2024-03-01,ACTIVE
37760,23686,SAVINGS,2020-07-31,CLOSED
37761,23687,LOAN,2024-12-28,ACTIVE
37762,23687,CURRENT,2024-04-29,ACTIVE
37763,23687,SAVINGS,2025-10-28,ACTIVE
37764,23688,CURRENT,2024-08-02,ACTIVE
37765,23688,SAVINGS,2025-10-27,CLOSED
37766,23688,SAVINGS,2022-12-29,ACTIVE
37767,45318,LOAN,2025-06-09,CLOSED
37768,23690,CURRENT,2024-05-22,ACTIVE
37769,48616,LOAN,2025-10-04,ACTIVE
37770,23690,LOAN,2023-03-19,ACTIVE
37771,23691,SAVINGS,2025-09-03,CLOSED
37772,50182,SAVINGS,2025-08-31,CLOSED
37773,23692,LOAN,2024-04-10,ACTIVE
37774,23693,SAVINGS,2024-09-01,ACTIVE
37775,23694,SAVINGS,2026-12-04,ACTIVE
37776,23695,LOAN,2025-12-02,ACTIVE
37777,23695,LOAN,2025-11-23,CLOSED
37778,23696,CURRENT,2025-11-01,ACTIVE
37779,23697,LOAN,2025-03-10,ACTIVE
37780,23698,CURRENT,2025-09-22,ACTIVE
37781,23699,SAVINGS,2024-12-13,ACTIVE
37782,23700,CURRENT,2026-12-04,CLOSED
37783,23701,SAVINGS,2022-01-11,ACTIVE
37784,23702,CURRENT,2024-10-05,ACTIVE
37785,23703,CURRENT,2024-09-30,ACTIVE
37786,23703,CURRENT,2025-05-30,ACTIVE
37787,23704,LOAN,2023-04-04,ACTIVE
37788,23704,CURRENT,2025-09-14,ACTIVE
37789,23705,LOAN,2023-09-13,ACTIVE
37790,23705,SAVINGS,2025-01-09,ACTIVE
37791,23706,SAVINGS,2025-04-23,CLOSED
37792,45565,SAVINGS,2026-12-04,ACTIVE
37793,23706,CURRENT,2020-12-24,ACTIVE
37794,23707,SAVINGS,2026-12-04,ACTIVE
37795,23707,CURRENT,2025-10-16,CLOSED
37796,23708,LOAN,2024-03-24,ACTIVE
37797,23709,CURRENT,2021-07-15,ACTIVE
37798,48169,SAVINGS,2025-09-10,ACTIVE
37799,23711,LOAN,2025-04-26,CLOSED
37800,23712,CURRENT,2026-12-04,ACTIVE
37801,23712,CURRENT,2025-10-23,ACTIVE
37802,23712,CURRENT,2026-12-04,ACTIVE
37803,23713,LOAN,2025-11-27,ACTIVE
37804,23713,SAVINGS,2025-03-03,ACTIVE
37805,23713,LOAN,2023-05-12,ACTIVE
37806,23714,CURRENT,2024-06-04,ACTIVE
37807,23714,SAVINGS,2026-12-04,ACTIVE
37808,23715,SAVINGS,2025-01-17,ACTIVE
37809,23715,CURRENT,2026-12-04,CLOSED
37810,23715,LOAN,2025-05-27,ACTIVE
37811,23716,LOAN,2024-09-30,ACTIVE
37812,23716,SAVINGS,2024-03-01,ACTIVE
37813,23716,SAVINGS,2025-02-04,ACTIVE
37814,23717,LOAN,2021-06-24,ACTIVE
37815,23718,CURRENT,2024-11-25,ACTIVE
37816,23719,LOAN,2023-09-28,ACTIVE
37817,23720,LOAN,2024-03-02,ACTIVE
37818,23720,SAVINGS,2025-11-10,ACTIVE
37819,23721,SAVINGS,2021-06-05,ACTIVE
37820,23722,SAVINGS,2023-07-13,ACTIVE
37821,23723,CURRENT,2024-10-12,ACTIVE
37822,23723,CURRENT,2025-07-02,ACTIVE
37823,23724,CURRENT,2022-04-04,ACTIVE
37824,23724,SAVINGS,2022-03-16,ACTIVE
37825,23725,SAVINGS,2024-06-24,CLOSED
37826,49642,CURRENT,2020-11-21,CLOSED
37827,23727,LOAN,2024-01-22,ACTIVE
37828,23727,LOAN,2025-03-03,ACTIVE
37829,23728,SAVINGS,2025-01-30,CLOSED
37830,23728,SAVINGS,2025-11-19,ACTIVE
37831,46014,CURRENT,2025-04-30,ACTIVE
37832,23730,SAVINGS,2021-01-18,ACTIVE
37833,23731,LOAN,2024-11-11,CLOSED
37834,23732,SAVINGS,2023-07-15,ACTIVE
37835,23733,SAVINGS,2023-07-15,ACTIVE
37836,23734,LOAN,2025-04-22,ACTIVE
37837,23735,LOAN,2024-12-21,CLOSED
37838,23736,CURRENT,2026-12-04,ACTIVE
37839,23737,CURRENT,2023-08-16,ACTIVE
37840,23738,SAVINGS,2025-10-18,CLOSED
37841,46696,CURRENT,2025-07-15,ACTIVE
37842,23740,CURRENT,2025-04-29,ACTIVE
37843,23740,SAVINGS,2023-11-23,ACTIVE
37844,23741,CURRENT,2025-05-24,ACTIVE
37845,23741,LOAN,2022-12-05,ACTIVE
37846,23742,LOAN,2025-10-17,ACTIVE
37847,23743,LOAN,2020-12-13,ACTIVE
37848,23744,SAVINGS,2024-11-26,ACTIVE
37849,23745,SAVINGS,2024-08-11,ACTIVE
37850,23745,SAVINGS,2024-10-26,ACTIVE
37851,23746,SAVINGS,2025-05-16,ACTIVE
37852,23746,SAVINGS,2025-09-03,ACTIVE
37853,23746,LOAN,2025-06-28,CLOSED
37854,23747,SAVINGS,2023-06-20,ACTIVE
37855,23748,SAVINGS,2024-03-11,ACTIVE
37856,23748,SAVINGS,2025-03-10,ACTIVE
37857,23748,SAVINGS,2025-10-11,ACTIVE
37858,23749,CURRENT,2024-08-23,ACTIVE
37859,23750,SAVINGS,2024-07-01,CLOSED
37860,23751,SAVINGS,2025-11-18,ACTIVE
37861,23752,SAVINGS,2023-02-13,CLOSED
37862,23753,SAVINGS,2024-10-25,ACTIVE
37863,47856,CURRENT,2023-03-14,ACTIVE
37864,23754,CURRENT,2023-08-08,ACTIVE
37865,23755,CURRENT,2024-10-02,ACTIVE
37866,23755,SAVINGS,2024-08-04,ACTIVE
37867,23755,LOAN,2023-03-19,ACTIVE
37868,23756,LOAN,2026-12-04,ACTIVE
37869,47948,LOAN,2024-08-27,ACTIVE
37870,23757,SAVINGS,2025-01-29,ACTIVE
37871,23758,SAVINGS,2024-09-02,ACTIVE
37872,23758,CURRENT,2025-11-07,ACTIVE
37873,23758,CURRENT,2025-08-07,ACTIVE
37874,23759,LOAN,2024-11-15,ACTIVE
37875,23760,SAVINGS,2024-11-28,ACTIVE
37876,23761,SAVINGS,2024-06-08,ACTIVE
37877,23762,SAVINGS,2026-12-04,ACTIVE
37878,23763,CURRENT,2026-12-04,CLOSED
37879,23763,CURRENT,2026-12-04,ACTIVE
37880,23763,SAVINGS,2025-09-29,ACTIVE
37881,23764,SAVINGS,2026-12-04,CLOSED
37882,23765,CURRENT,2025-03-23,CLOSED
37883,23766,CURRENT,2024-07-10,ACTIVE
37884,23766,SAVINGS,2026-12-04,ACTIVE
37885,23767,LOAN,2024-11-23,ACTIVE
37886,23768,LOAN,2021-06-08,ACTIVE
37887,23768,CURRENT,2024-10-05,ACTIVE
37888,23768,CURRENT,2023-07-30,ACTIVE
37889,23769,CURRENT,2023-01-23,CLOSED
37890,23769,CURRENT,2025-11-10,ACTIVE
37891,46789,SAVINGS,2025-08-06,ACTIVE
37892,45223,CURRENT,2025-11-24,ACTIVE
37893,23771,SAVINGS,2024-06-01,ACTIVE
37894,23772,SAVINGS,2024-10-26,ACTIVE
37895,23772,CURRENT,2025-08-26,ACTIVE
37896,23773,CURRENT,2024-12-03,ACTIVE
37897,23773,SAVINGS,2026-12-04,ACTIVE
37898,23774,LOAN,2025-08-21,ACTIVE
37899,23775,CURRENT,2025-03-08,CLOSED
37900,23776,CURRENT,2026-12-04,ACTIVE
37901,23776,SAVINGS,2023-04-13,ACTIVE
37902,23777,CURRENT,2026-12-04,ACTIVE
37903,23777,SAVINGS,2023-09-21,ACTIVE
37904,23777,SAVINGS,2023-05-23,ACTIVE
37905,45409,SAVINGS,2025-07-30,ACTIVE
37906,23778,LOAN,2023-12-10,ACTIVE
37907,23779,CURRENT,2024-11-16,ACTIVE
37908,23780,CURRENT,2025-03-02,ACTIVE
37909,23780,SAVINGS,2024-08-04,ACTIVE
37910,23780,CURRENT,2026-12-04,ACTIVE
37911,23781,LOAN,2025-04-22,CLOSED
37912,23782,LOAN,2023-05-07,ACTIVE
37913,23783,SAVINGS,2022-04-27,ACTIVE
37914,23783,SAVINGS,2024-01-21,ACTIVE
37915,23784,CURRENT,2025-04-07,ACTIVE
37916,23784,CURRENT,2024-07-17,ACTIVE
37917,23785,SAVINGS,2024-07-16,CLOSED
37918,23785,LOAN,2026-12-04,ACTIVE
37919,23785,CURRENT,2025-08-24,ACTIVE
37920,23786,SAVINGS,2024-01-09,ACTIVE
37921,23787,CURRENT,2025-05-18,CLOSED
37922,23788,LOAN,2025-06-02,ACTIVE
37923,23789,LOAN,2026-12-04,ACTIVE
37924,23790,SAVINGS,2025-07-04,ACTIVE
37925,23791,CURRENT,2024-12-16,ACTIVE
37926,23791,LOAN,2021-09-10,ACTIVE
37927,23791,CURRENT,2024-01-08,ACTIVE
37928,23792,SAVINGS,2025-08-31,ACTIVE
37929,23793,SAVINGS,2021-11-03,ACTIVE
37930,23793,LOAN,2023-02-20,ACTIVE
37931,23794,LOAN,2025-04-13,ACTIVE
37932,23795,LOAN,2022-10-17,ACTIVE
37933,23796,SAVINGS,2025-08-12,ACTIVE
37934,23797,SAVINGS,2022-09-28,ACTIVE
37935,23798,CURRENT,2024-02-28,CLOSED
37936,23799,CURRENT,2025-07-04,ACTIVE
37937,23799,SAVINGS,2023-04-07,ACTIVE
37938,23800,CURRENT,2023-12-19,CLOSED
37939,23800,CURRENT,2025-07-25,CLOSED
37940,23800,CURRENT,2025-09-27,ACTIVE
37941,23801,CURRENT,2025-05-12,ACTIVE
37942,23802,LOAN,2022-08-18,ACTIVE
37943,23803,SAVINGS,2021-09-21,ACTIVE
37944,23804,SAVINGS,2025-06-04,ACTIVE
37945,23805,LOAN,2023-09-19,ACTIVE
37946,45574,LOAN,2024-10-16,ACTIVE
37947,23807,SAVINGS,2025-10-24,ACTIVE
37948,23807,LOAN,2025-05-31,ACTIVE
37949,23808,SAVINGS,2024-04-05,ACTIVE
37950,23809,SAVINGS,2026-12-04,ACTIVE
37951,45287,CURRENT,2022-04-02,CLOSED
37952,23810,CURRENT,2022-09-30,ACTIVE
37953,23810,CURRENT,2026-12-04,ACTIVE
37954,23811,CURRENT,2023-04-25,CLOSED
37955,23812,LOAN,2024-08-04,ACTIVE
37956,46602,LOAN,2025-03-01,CLOSED
37957,45275,LOAN,2025-10-29,ACTIVE
37958,23813,SAVINGS,2023-09-24,ACTIVE
37959,23814,LOAN,2025-10-25,ACTIVE
37960,23815,CURRENT,2024-08-02,ACTIVE
37961,48188,SAVINGS,2026-12-04,ACTIVE
37962,23816,SAVINGS,2024-09-23,CLOSED
37963,23817,LOAN,2024-09-21,ACTIVE
37964,23818,CURRENT,2024-09-29,ACTIVE
37965,23819,SAVINGS,2024-12-27,ACTIVE
37966,50100,CURRENT,2023-08-12,ACTIVE
37967,23820,CURRENT,2025-07-24,ACTIVE
37968,49786,SAVINGS,2022-12-19,ACTIVE
37969,23822,SAVINGS,2023-12-27,ACTIVE
37970,23822,LOAN,2020-07-06,CLOSED
37971,23822,LOAN,2024-07-13,ACTIVE
37972,23823,SAVINGS,2022-08-21,ACTIVE
37973,23824,LOAN,2024-08-25,ACTIVE
37974,23824,CURRENT,2023-10-27,ACTIVE
37975,23824,SAVINGS,2024-09-13,ACTIVE
